"Codigo","Descricao","Dimensao","TemDim"
"S206700","MODULO EXPOSITOR NEUTRO LISO C PROTETOR SALIVAR RETO 650X1360X850","650X1360X850","True"
"S206701","MESA ENC 304 CBE 70X60X50 E 500 ESP TRAS LDE PRAT LISA","70X60X50","True"
"S206702","MESA ENC 304 CBE 60X50X40 E 450 ESP LDE PRAT LISA 1950X700X900","60X50X40","True"
"S206703","MESA ENC 304 CBD 60X50X40 E 500 ESP LDE PRAT LISA C PLACA DE ALTILENO 60X50X20 1950X700X900","60X50X40","True"
"S206704","CHAIR BROILER A GAS GN ALTO DESENMPENHO 400X800X900","400X800X900","True"
"S206709","MODULO EXPOSITOR AQUEC. 5 GNS 1-1X150 C PROT SAL RETO 1800X1060X1370MM C 1 CORRE BAND","1800X1060X1370","True"
"S206710","MODULO EXPOSITOR AQUEC. 2 GNS 1-1X150 C PROT SAL RETO 800X1060X1370MM C 1 CORRE BAND","800X1060X1370","True"
"S206714","GUICHE PARA DEVOLUÇÃO 2 BOX 820X400X500mm","820X400X500","True"
"S206715","REFRIG HORI","","False"
"S206719","PRAT. SOBRE MONT. 3 PLANOS 201 - 1° PLANO P 8GN'S 1_3X100 E 2 P. LISOS C SUPORTE BISNAGA","","False"
"S206727","GUICHE PARA DEVOLUCAO 430 - 4 BOX-800X400X480 MM","800X400X480","True"
"S206729","ESTUFA DUPLA FRIA INOX - SUP FECHADO INF. AUTO SERVICO 1200X700X1790MM","1200X700X1790","True"
"S206733","BANCADA CENTRO LP CONTRAV 430 APOIO COCÇÃO LA 920X680X750mm","920X680X750","True"
"S206740","PRATEL SUP LISA L PRO 304 TRAY REST 1450X450 FIXAÇÃO NO TETO","1450X450","True"
"S206744","CONSERVADOR DE FRITURAS C GABINETE FECHADO 800x680x1320","800x680x1320","True"
"S206746","BANCADA DE ENCOSTO L PRO LISA 304 2000X700X900XC BANHO MARIA ESQUERDO P2 GN 1-1X150","2000X700X900","True"
"S206751","PISTA AQUEC. B. MARIA C_GAB. FECH. 430-1500X645X850 P.ABRIR 430 E PROT. SALIVAR-S_CORRE BANDEJA","1500X645X850","True"
"S206752","BANCADA DE CENTRO L PRO PRAT LISA 430 C RECORTE CENTRAL P 9 GN 1-6 - 1600X1000X9000","1600X1000X9000","True"
"S206753","PISTA REFRIGERADA 3GN 1-1X65 1200 PROT C LED C GAB 430 MEIA SAIA E 2 CORRE BANDEJA LISO","","False"
"S206754","MODULO BANHO MARIA 5 GNS 1-1X100 1850 PROT C LET C GAB  430 MEIA SAIA E 2 CORRE BANDEJA","","False"
"S206755","REVESTIMENTO DE PAREDE 430 1591X1100","1591X1100","True"
"S206756","REVESTIMENTO DE PAREDE 430 2700X1100","2700X1100","True"
"S206761","PRAT. SOBRE MONT. 3 PLANOS 430 - 1° PLANO P 8GN'S 1_3X100 E 2 P. LISOS C SUPORTE BISNAGA","","False"
"S206762","MODULO ESCORREDOR 304 ESQUERDO P SAIDA DE MONTAGEM FASTFOOD C PRATELEIRAS","","False"
"S206763","PRATELEIRA  SOBRE MONT 2 PLANOS 304 1 PLANO P 5 GN 1-3X100 E SUP PARA BISNAGA 2 P LISO","","False"
"S206764","PISTA BANHO MARIA G GN 1-1X100 2170 PROT C LED C GAB 430 FECHADA E 1 CORRE BANDEJA TUBULAR","","False"
"S206772","PLACA POLIETILENO 10mm 996X668X10mm PARA MESA 1000X700X900mm","996X668X10","True"
"S206773","CARRO AUXILIAR 02 PLANOS 304 C GUIDAO 530X1500X850","530X1500X850","True"
"S206774","GRELHA DE PISO L PRO 900X200X80","900X200X80","True"
"S206775","GRELHA DE PISO L PRO 400X400X80","400X400X80","True"
"S206780","BANCADA DE CENTRO L PRO PRAT LPERF 201 C 2 GAVETAQS E 6 PES 2000X700X900","2000X700X900","True"
"S206781","COIFA INOX C FILTROS DE CARVÃO ATIVO 1700X1200X350MM","1700X1200X350","True"
"S206782","GRELHA DE PISO 304 CESTO PERF REM C GRAPAS 400X200X40","400X200X40","True"
"S206783","GRELHA DE PISO 304 CESTO PERF REM C GRAPAS 900X180X40","900X180X40","True"
"S206788","ESTANTE 4 PLANOS LISOS LP INOX 304 - 1400X600X1750MM","1400X600X1750","True"
"S206789","FREEZER VERT. 2P BI-P. INOX 304AL-700X800X2050MM CROD 3 C 04 GRADES","700X800X2050","True"
"S206790","REFRIGERADOR VERTICAL 2P BI-P. 304AL-700X800X2050MM CROD 3 C 04 GRADES","700X800X2050","True"
"S206793","BANCADA DE CENTRO L PRO 2 PRAT LISA 304 COM TAMPO AQUECIDO 1500X800X900","1500X800X900","True"
"S206795","CONDIMENTADORA NEUTRA 304P 6 GN 1-3 INCLINADO 1200X370X130","1200X370X130","True"
"S206796","MODULO COM 1 CUBA 400X340X180MM  304 - 800X580X900MM","400X340X180","True"
"S206799","PRATEL SUP LISA SOBRE MONTANTE 1 PLANO 304 1500X400X620","1500X400X620","True"
"S206800","COIFA DE CENTRO S FILTRO S ILUMINAÇÃO 430 2850X1200X450","2850X1200X450","True"
"S206814","SUPORTE P FIXAÇÃO DE MANTEGUEIRA TOSTADOR","","False"
"S206816","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1000X600X1800MM","1000X600X1800","True"
"S206821","GRELHA DE PISO 304 CESTOPERFREMOV. CGRAPAS 1200X150X40MM","1200X150X40","True"
"S206822","GRELHA DE PISO 304 CESTOPERFREMOV. CGRAPAS 1000X150X40MM","1000X150X40","True"
"S206823","GRELHA DE PISO 304 CESTOPERFREMOV. CGRAPAS 900X150X40MM","900X150X40","True"
"S206826","FECHAMENTO TRASEIRO PARA REFRIGERADOR INOX 430 - 1380X710 MM","1380X710","True"
"S206827","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1380X400X800 MM","1380X400X800","True"
"S206829","ESTAÇÃO DE MONTAGEM DE ENCOSTO","","False"
"S206830","CARRO TRANSP. ESQUEL. 430 400X700X1800 MM C 9 PRATELEIRAS","400X700X1800","True"
"S206831","GABINETE NEUTRO ABERTO CENTRO-304-1600X700X900MM C RECORTE P 5 GN'S 1_3X100 TAMPO AQUECIDO E FECH. LATERAL","1600X700X900","True"
"S206832","TAMPA GRELHA PISO INOX 304 990x192x15MM","990x192x15","True"
"S206833","COIFA DE CENTRO C FILTROS E ILUMINAÇÃO-430- 4200X2100X450 MM BI-PARTIDA","4200X2100X450","True"
"S206834","MODULO EXPOSITOR REFRI PLANO 3GN 1-1 C TP 1200X1360X1370MM","1200X1360X1370","True"
"S206848","COIFA DE ENCOSTO CFILTROS E ILUMINACAO 430  - 3800X900X450 MM","3800X900X450","True"
"S206856","BANCADA DE CENTRO L PRO PRAT LISA-INOX 430- 1600X700X900 MM C RECORTES P 5 GN'S 13X100 TAMPO AQUECIDO","1600X700X900","True"
"S206857","BANCADA DE ENTRADASAIDA MAQ. LAVAR 1600X770X900MM INOX-304  C CBD 50X40X25","1600X770X900","True"
"S206859","GABINETE NEUTRO COM PORTAS-INOX-430 - 1950X700X650 MM","1950X700X650","True"
"S206860","PRAT. SOBRE MONT. 3 PLANOS INOX 430 - 1° PLANO P8GN'S 13X100 E 2 P. LISOS SUPORTE HORIZ. BOBINAS","13X100","True"
"S206861","PRAT. SOBRE MONT. 3 PLANOS INOX 430 - 1° PLANO P7GN'S 13X100 E 2 P. LISOS SUPORTE HORIZ. BOBINAS 1500X400X1000MM","13X100","True"
"S206866","BANDEJA INOX 430 #22 LISA 900x700x110mm","900x700x110","True"
"S206867","BANDEJA INOX 430 #22 LISA 1500x140x60mm","1500x140x60","True"
"S206868","DIVISÓRIA PARA CONSERVADOR DE FRITURAS AR FORÇADO","","False"
"S206871","PRAT. SOBRE MONT. 3 PLANOS 304 1° PLANO P 8 GN'S DIREITAS 13X100 E 2 P. LISOS C SUPORTE BISNAGA ESQUERDO","13X100","True"
"S206873","GRELHA DE PISO 304 CESTO PERF REMOV. C GRAPAS 1000X180X50MM","1000X180X50","True"
"S206874","MESA INOX 430 0,55 X 0,70 X 0,40 M - LISA PRAT. LISA","","False"
"S206875","BANCADA DE CENTRO L PRO PRAT LISA-INOX-430-1600X1000X900MM","1600X1000X900","True"
"S206877","GABINETE NEUTRO CHANFRADO COM 5 PORTAS PERFURADAS -INOX-304 - 2500X690X900 MM","2500X690X900","True"
"S206878","FECHAMENTO INOX 304 VERTICAL 800X34X1890MM C SAPATA","800X34X1890","True"
"S206882","BANCADA DE ENCOSTO L PRO PRAT LISA 304-1900X670X900 MM P RECEBER TABULA DE ALTILENO","1900X670X900","True"
"S206884","COIFA DE ENCOSTO CFILTROS E ILUMINACAO-304- 2200X1400X450 MM","2200X1400X450","True"
"S206886","ESTANTE INOX 304 0,85X0,50X1,80-C04 PRAT.PERF. FIXAÇÃO NO CHÃO #22","","False"
"S206890","PISTA BANHO MARIA 6GN 1-1X200 - 2170 PROT COM LED COM GAB. 430 FECHADO  E 2 CORRE BANDEJAS LISOS","","False"
"S206891","MESA FORNO MINI CONV  C SUP  PASSD  430   580X700X900","580X700X900","True"
"S206893","BANCADA DE CENTRO TAMPO PERFURADO L PRO PRAT INF. PERF-INOX-304- 1200X700X900 MM","1200X700X900","True"
"S206900","GRELHA DE PISO L PRO-800X200X75 MM C SAIDA CENTRAL","800X200X75","True"
"S206901","GRELHA DE PISO L PRO-400X400X75 MM C SAIDA CENTRAL","400X400X75","True"
"S206902","CARRO TRANSP. ESQUEL. 304 440X600X1800 MM PASSADEIRAS 40X60","440X600X1800","True"
"S206903","ESTANTE 4 PLANOS LISOS LP INOX 304 - 600X500X1655MM PLANOS SOLDADOS","600X500X1655","True"
"S206905","CABECOTE P 04 GN'S 19X100MM REFRI. SOBREPOR HORIZ. C TAMPA ACRILICO 860X170X150MM","19X100","True"
"S206910","CORPO INTERNO P PISTA AQUECIDA P 6 GN'S - 2710X645X154MM","2710X645X154","True"
"S206911","BANCADA DE CENTRO TAMPO AQUECIDO LP 2 PRAT LISA-INOX-304- 1400X500X900 MM","1400X500X900","True"
"S206912","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1400X260X400 MM C RECORTE P GN'S","1400X260X400","True"
"S206913","CARRO CANTONEIRA SOLDADO PARA ASSADEIRAS INOX 304 - P 8 ASSAD. 475X680X1700MM","475X680X1700","True"
"S206914","CARRO CUBA INOX 304 S TAMPA 250 LITROS - 740X820X900MM","740X820X900","True"
"S206915","CARRO ABRIR CARNES A VACUO COM GUIDÃO INOX 304 900X600X900MM C PRAT","900X600X900","True"
"S206920","CONSERVADOR DE FRITURAS 1000X680X1320MM C GAB. FECHADO E APOIO BATATAS C BANHO MARIA 3 GN'S","1000X680X1320","True"
"S206921","CARRO AUX. 430 610X915X820MM - 02 CUBAS","610X915X820","True"
"S206922","BANCADA DE CENTRO L PRO C TAMPO INJETADO PARA PEIXE CONTRAV-INOX-304- 2000X900X900MM C ROD","2000X900X900","True"
"S206923","GABINETE NEUTRO ABERTO CENTRO-304-1600X700X900MM C RECORTE P 5 GN'S 1_3X100 TAMPO AQUECIDO E FECH. LATERAL","1600X700X900","True"
"S206924","BANCADA DE CENTRO L PRO PRAT LISA-INOX-304- 1300X700X900 MM C RECORTE P 5 GNS","1300X700X900","True"
"S206932","PRATEL SUP LISA L PRO-INOX-304 - 700X500 MM C MÃO FRANCESA INVERTIDA","700X500","True"
"S206934","COIFA DE ENCOSTO CFILTROS C ILUMINAÇÃO -INOX-430 -4050X900X450MM BI PARTIDA","4050X900X450","True"
"S206935","COIFA DE ENCOSTO S-FILTRO S-ILUMINAÇÃO INOX 430 - 1000 X 900 X 450","1000 X 900 X 450","True"
"S206942","ESTUFA FRIA SOBREPOR INOX - 500X550X290MM","500X550X290","True"
"S206946","CARRO ISOTERMICO 500X600X900MM","500X600X900","True"
"S206954","BASE DE APOIO 430 PARA PISTA AQUECIDA 1000X400X120MM","1000X400X120","True"
"S206956","BASE DE APOIO FECHADA COM PORTAS LA 900X700x660 MM","900X700x660","True"
"S206957","MODULO NEUTRO LA 300X680x325 MM","300X680x325","True"
"S206958","BASE DE APOIO FECHADA COM PORTAS LA 950X700x660 MM","950X700x660","True"
"S206959","COIFA DE ENCOSTO S FILTROS E ILUMINAÇÃO-INOX 430 -950X900X450 MM","950X900X450","True"
"S206960","ESTAÇÃO CENTRAL REFRIGERADA","","False"
"S206962","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 1700X700X900MM C TAMPO ENC E CBD 50X40X25 E400","1700X700X900","True"
"S206963","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 1700X700X900MM C TAMPO ENC","1700X700X900","True"
"S206964","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 2000X700X900MM C TAMPO ENC","2000X700X900","True"
"S206965","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 1600X700X900MM C TAMPO ENC","1600X700X900","True"
"S206971","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 2000X700X900MM C TAMPO ENC E CBD 50X40X25 E400","2000X700X900","True"
"S206972","GABINETE NEUTRO C PORTAS CORRER-INOX-304 - 1800X700X900MM C TAMPO ENC","1800X700X900","True"
"S206973","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 825X500X1750MM","825X500X1750","True"
"S206976","REFRIG. HORIZ. 3P CAB. ESQ. INOX 304_INOX 304-2100X700X1190MM TAMPO ENC. C CUBA ESTENDIDO E FECH","2100X700X1190","True"
"S206977","COIFA DE ENCOSTO C FILTROS E ILUMINACAO-430- 1000X700X450 MM","1000X700X450","True"
"S206978","COIFA DE ENCOSTO C FILTROS E ILUMINACAO-430- 2750X1500X450 MM","2750X1500X450","True"
"S206979","COIFA DE ENCOSTO C FILTROS E ILUMINACAO-430- 2800X1000X450 MM","2800X1000X450","True"
"S206980","COIFA DE ENCOSTO C FILTROS E ILUMINACAO-430- 1500X1500X450 MM","1500X1500X450","True"
"S206985","GABINETE NEUTRO COM PORTAS-INOX-430 - 1300X700X900 MM C TAMPO DE ENCOSTO","1300X700X900","True"
"S206986","COIFA DE ENCOSTO CFILTROS E ILUMINACAO-430- 4200X1100X450 MM BI PARTIDA","4200X1100X450","True"
"S206988","SUPORTE PARA GNS INOX 304 C 7 CANTONEIRAS","","False"
"S206990","BANCADA LP-304 APOIO FORNO.COMB. TAMPO CTO. 1075X800X700MM","1075X800X700","True"
"S206993","FOGAO A GAS GLP 4 QUEIMADORES DUPLOS 9Kw L700 720MM","","False"
"S206994","PRATEL SUP PERFURADA L PRO-INOX-304 - 1500X500 MM","1500X500","True"
"S206995","GABINETE NEUTRO COM PORTAS-INOX-304 - 2600X700X900 MM TAMPO ENC. C CUBA 60X50X40 E 4 GAV","2600X700X900","True"
"S206996","ESCORREDOR DE PRATOS 430 - 1600X400MM P FORMAS DE 350","1600X400","True"
"S206997","PRATEL SUP LISA L PRO-INOX-430 - 1900X250MM","1900X250","True"
"S206999","PASSA PRATOS COM CORREDIÇAS INOX 430 2 PLANOS 910X400X570MM","910X400X570","True"
"S207000","MODULO REFRIG. INOX 304 4GN 11-65 C PROTETOR SALIVAR 1530MM C 1 CORRE BAND. TUBULAR GAB.FECHADO","","False"
"S207001","MODULO AQUEC. INOX 304 5GN 11-100 C PROTETOR SALIVAR 1850MM C 1 CORRE BAND. TUBULAR GAB. FECHADO","","False"
"S207002","MODULO NEUTRO INOX 304 APOIO PRATOS E TALHERES 1000X700X1500MM C PRAT. SOBRE MONT. 2 PLANOS","1000X700X1500","True"
"S207003","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-750X500X900 MM","750X500X900","True"
"S207005","CARRO CHASSI C PUXADOR ALÇA TUBULAR 780X580X900MM AISI 304","780X580X900","True"
"S207006","CARRO PLATAFORMA 304 720X500X900MM","720X500X900","True"
"S207010","GUICHE PARA DEVOLUCAO INOX 304  1 BOX-600X400X480 MM","600X400X480","True"
"S207011","GABINETE APOIO PISTA REFRIG. - INOX 430 - 1500X645X850 MM P 04 GN'S","1500X645X850","True"
"S207014","REFRIGERADOR BASE COCÇÃO 3 PORTAS. INOXIDAVELAL -1900X700X580MM","1900X700X580","True"
"S207015","CHAPA CLAM SHELL 3 PLATTERS","","False"
"S207016","ARMARIO DML 500X400X1600 INOX-304 CFECHADURA E 4 PRAT. INTERMEDIARIAS #18","500X400X1600","True"
"S207017","CARRO PARA TRANSPORTE DE CAIXA 410X615X180 MM AISI 304 #14 ROD. 4","410X615X180","True"
"S207018","CARRO PARA TRANSPORTE DE CAIXA 510X510X180 MM AISI 304 #14 ROD. 4","510X510X180","True"
"S207020","CARRO PARA GN'S C TAMPO 870X550X1100MM INOX 304","870X550X1100","True"
"S207021","TAMPO LISO DE ENCOSTO L PRO-304-570X600X40 MM","570X600X40","True"
"S207024","TAMPO LISO DE ENCOSTO L PRO-304-700X700X40 MM C RECORTE PARA COLUNA","700X700X40","True"
"S207026","BANCADA DE ENTRADASAÍDA MAQ. LAVAR 650X620X900MM","650X620X900","True"
"S207027","BANCADA DE ENTRADASAÍDA MAQ. LAVAR 1700X620X900MM INOX-304 C CUBA 50X40X33","1700X620X900","True"
"S207028","GUICHE PARA DEVOLUÇÃO 2 BOX 1000x400x600mm","1000x400x600","True"
"S207029","CARRO P DETRITOS 80 L C PEDAL 304 Ø570X630MM","570X630","True"
"S207030","CARRO TRANSP. ESQUEL. 304 400X560X1580 MM P16 GNS 1_1X65","400X560X1580","True"
"S207031","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-INOX-430 -2350X900X450 MM","2350X900X450","True"
"S207033","APARADOR BASE INOX COM TAMPO GRANITO - 4500x400x1100MM","4500x400x1100","True"
"S207039","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1100X300X1750","1100X300X1750","True"
"S207043","BASE P TOSTADOR DE PÃES LISA C 2 PRAT. INF. LISA E RODIZIOS 700X800X900 M","700X800X900","True"
"S207045","GRELHA DE PISO INOX 304 - 700X150X75 MM","700X150X75","True"
"S207049","PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA","1600X400X1000","True"
"S207053","SUPORTE PARA AVENTAL COM 6 GANCHOS INOX 304 1200X50X100MM","1200X50X100","True"
"S207054","CARRO CANTONEIRA SOLDADO PARA ASSADEIRAS INOX 304 - P 12 ASSAD. 475X680X1700MM","475X680X1700","True"
"S207055","REVESTIMENTO DE PAREDE AÇO INOXIDAVEL 7660 X 1200MM - FABRICADO EM PARTES","7660 X 1200","True"
"S207056","CANTONEIRA PARA REVESTIMENTO DE PAREDE AÇO INOXIDAVEL 50X50X1200MM","50X50X1200","True"
"S207060","BANCADA DE ENCOSTO L PRO PRAT PERF-INOX-304-660X700X900 MM","660X700X900","True"
"S207061","PISTA REFRIGERADA PLANA DUPLA 1650","","False"
"S207062","PISTA AQUECIDA PLANA DUPLA 1400","","False"
"S207063","PISTA QUENTE SIMPLES 1400","","False"
"S207064","PISTA REFRIGERADA PLANA C CABEÇOTE 1200","","False"
"S207066","ESTANTE 4 PLANOS LISOS LP INOX 430 - 400X700X1900MM","400X700X1900","True"
"S207067","SUPORTE PARA ASSADEIRAS INOX 304 C 7 CANTONEIRAS","","False"
"S207068","PASSAGEM BASCULANTE INOX 304 1000X700","1000X700","True"
"S207069","PASSAGEM BASCULANTE INOX 304 1200X700","1200X700","True"
"S207071","CARRO PARA ASSADEIRAS INOX 304 870X550X1100 COM RODIZIOS","870X550X1100","True"
"S207072","MÓDULO PIA 1600X700X900","1600X700X900","True"
"S207073","REFRIGERADOR HORIZ ESQ 2P - 1400x700x880MM","1400x700x880","True"
"S207074","MÓDULO CANTO PAREDE 700x740x1200MM","700x740x1200","True"
"S207075","ESTUFA ALTA REFRIGERADA C TAMPO GRANITO 1000X700X1200MM","1000X700X1200","True"
"S207076","ESTUFA ALTA AQUECIDA C TAMPO GRANITO 1000X700X1200 MM","1000X700X1200","True"
"S207077","MÓDULO EM MDF COM PORTA PARA ESTOQUE E TAMPO EM GRANITO EM DOIS NIVEIS 1620X740X1200MM","1620X740X1200","True"
"S207078","MÓDULO CAIXA EM MDF COM TAMPO DE GRANITO 1100X720X1100 MM","1100X720X1100","True"
"S207079","PORTA VAI E VEM 680x800MM","680x800","True"
"S207080","FREEZER HORIZ 2P DIR TAMPO GRANITO C_CUBA - 1400x700x900MM","1400x700x900","True"
"S207081","PRATELEIRA SUPERIOR 700X450X200M","700X450X200","True"
"S207082","MÓDULO 700X700X900MM","700X700X900","True"
"S207083","APARADOR BASE INOX COM TAMPO GRANITO - 5500x400x1150MM","5500x400x1150","True"
"S207086","CURVA 90 P DUTO - 550X490X460 MM","550X490X460","True"
"S207088","DUTO RETANGULAR - 490X380X1125 MM","490X380X1125","True"
"S207089","TRANSFORMADOR DE - 490X380MM P Ø 500 MM","490X380","True"
"S207091","CURVA 90 P DUTO C TAMPA INSPECAO - 550X490X460 MM","550X490X460","True"
"S207092","DUTO RETANGULAR - 490X380X350 MM","490X380X350","True"
"S207093","DUTO RETANGULAR - 490X380X600 MM","490X380X600","True"
"S207094","CURVA 90 P DUTO - 550X490X380 MM","550X490X380","True"
"S207099","CHAPEU CHINES 1000X200MM P DUTO Ø500MM","1000X200","True"
"S207104","MODULO AQUECIDO SECO INOX 304 11-65 C PROTETOR SALIVAR 1850MM C 1 CORRE BAND. TUBULAR GAB. FECHADO","","False"
"S207106","COIFA DE ENCOSTO SILUMINAÇÃO-INOX-304 -2300X1700X450 MM","2300X1700X450","True"
"S207115","BANCADA CENTRO L PRO 02 PRAT LISA 304- 1600X700X900MM TAMPO AQUECIDO C RECORTE GN'S  E BANDEJA COLETORA","1600X700X900","True"
"S207116","PRAT. SOBRE MONT. 3 PLANOS 304 - 1° PLANO P8GN'S 13X100 E 2 P. LISOS C 02 SUPORTES P BOBINAS","13X100","True"
"S207117","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1600X500X1750","1600X500X1750","True"
"S207122","ESTUFA FRIA BAIXA INOX - 1300X700X1160MM","1300X700X1160","True"
"S207125","REFRIGERADOR HORIZ. 1P DIR TAMPO EM GRANITO 1100X700X900MM","1100X700X900","True"
"S207128","FREEZER HORIZ 2P ESQ TAMPO GRANITO C_CUBA - 1400x700x900MM","1400x700x900","True"
"S207133","APARADOR BASE INOX COM TAMPO GRANITO - 4500x400x1100MM","4500x400x1100","True"
