"Codigo","Descricao","Dimensao","TemDim"
"S207134","ESTAÇÃO SULFISA DE MONTAGEM DE ENCOSTO- REFRIG. 1P. CAB.ESQ. CCAB. REF.P5GN'S-CT.AQUEC. E MESA 1100X800X900MM CROD","1100X800X900","True"
"S207135","PRAT . SOBRE MONT. 3 PLANOS 304 - 1° PLANO P2 GN'S 13X100 E 2 P. LISOS C SUPORTE BISNAGA - 1100X400X1000MM","13X100","True"
"S207136","CONSERVADOR DE FRITURAS AF COM BASE DE APOIO ABERTA","","False"
"S207138","GABINETE DE CANTO MDF C PORTAS E FECHADURA 1000X740X1200MM","1000X740X1200","True"
"S207139","MÓDULO CAIXA EM MDF COM TAMPO DE GRANITO 1100X740X1100 MM","1100X740X1100","True"
"S207140","ESTUFA REFRIGERADA AUTO SERVIÇO INOX 1000X700X1200MM","1000X700X1200","True"
"S207141","ESTUFA REFRIGERADA INOX 1000X700X1200MM COM PORTAS","1000X700X1200","True"
"S207143","EXPOSITOR ALTO PARA PÃES 1000X500X2200MM","1000X500X2200","True"
"S207144","EXPOSITOR ALTO PARA PÃES 500X500X2200MM","500X500X2200","True"
"S207149","ESTANTE  4PLANOS PERFURADOS LP INOX 304 - 850X500X1450 MM","850X500X1450","True"
"S207151","PISTA DUPLA FRIA 1400X590X440MM","1400X590X440","True"
"S207152","PISTA REFRIGERADA PLANA 2000X610X510MM PROT CLED","2000X610X510","True"
"S207153","PISTA AQUECIDA SECA PLANA 4 GN - 1500X610X510MM PROT CLED","1500X610X510","True"
"S207154","REFRIG. BASE COCÇÃO 4 GAV. CAB. DIR. INOXIDÁVELINOXIDÁVEL - 1440X700X600 MM","1440X700X600","True"
"S207155","FOGAO A  GAS GLP 2 QUEIMADORES E BANHO MARIA 4 GN'S L700 720MM","","False"
"S207156","MODULO SOBREPOR REFRIGERADO 12 GN'S 1-9 E 4GN'S 1-4 INOX  700X750X270 MM","700X750X270","True"
"S207166","FUNDO PERFURADO PARA CUBA","","False"
"S207169","TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 400X340X180-E-220 - INOX 304 -  2500MM","400X340X180","True"
"S207170","REFRIGERADOR BASE DIR. INOXIDAVELINOXIDAVEL-2 PORTAS L 700-1440X700X655 MM","1440X700X655","True"
"S207173","BANCADA DE CENTRO L PRO PRAT LISA-INOX-304- 1500X700X900 MM TAMPO AQUECIDO","1500X700X900","True"
"S207178","CARRO CANTONEIRA  304 720X660X1700 MM P 8 CAIXAS","720X660X1700","True"
"S207181","REFRIGERADOR HORIZONTAL C PORTA E CABEÇOTE 1600X800X900","1600X800X900","True"
"S207182","PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA LADO DIREITO","1600X400X1000","True"
"S207183","REDUÇÃO PARA DUTOS","","False"
"S207185","CURVA 90 GRAUS -  505X535X300 MM","505X535X300","True"
"S207186","DUTO RETANGULAR 350 - 400X350X300 MM","400X350X300","True"
"S207187","DUTO RETANGULAR 1125 - 400X300X1125 MM","400X300X1125","True"
"S207188","DUTO RETANGULAR 750 - 400X300X750 MM","400X300X750","True"
"S207189","DUTO RETANGULAR 450 - 400X300X450 MM","400X300X450","True"
"S207190","DUTO EM Y 1430X830X300 MM","1430X830X300","True"
"S207191","BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304 1300X700X900 MM C2 FDE ESP LE","1300X700X900","True"
"S207193","COIFA DE ENCOSTO CFILTROS E ILUMINACAO 430 - 3000X1400X450 MM","3000X1400X450","True"
"S207194","MINI CÂMARA REFRIG. 6 PORTAS BP INOX 304 INT.EXT. 1630X800X2230 MM","1630X800X2230","True"
"S207195","VITRINE AQUEC. DE PASSAGEM 2 NÍVEIS INOX 304 1060X570X770 MM","1060X570X770","True"
"S207197","CARRO TRANSP. ESQUEL. 304 500X720X1750 MM P36 BANDEJAS","500X720X1750","True"
"S207199","MODULO EXPOSITOR AQUEC 2GN 1-1-150 C TP 700X1290X1370MM","700X1290X1370","True"
"S207200","MODULO EXPOSITOR AQUEC.5GN 1-1-150 COM TP 1800X1290X1370MM","1800X1290X1370","True"
"S207201","SUPORTE PARA TACOS","","False"
"S207209","BANCADA DE ENTRADASAIDA MAQ. LAVAR -1300X780X900 MM INOX-304 PRAT. LISA","1300X780X900","True"
"S207211","BANCADA L PRO C01 CUBA-304 600X500X330 MM 1000X700X900 MM PRAT LISA","600X500X330","True"
"S207212","GRELHA DE PISO L PRO - 1500X150X75MM","1500X150X75","True"
"S207213","BANCADA DE CENTRO L PRO PRAT 304 1600X700X900X MM C RECORTE P  6 GNS 1-3 E TAMPO AQUECIDO","1600X700X900","True"
"S207214","PRATELEIRA SUP SOBRE MONTANTES 01 PLANO 1800X400X800","1800X400X800","True"
"S207215","FREEZER HORIZONTAL CABINE ESQ INOXALUMINIO-3 PORTAS 2000X700X900 MM CABINE REBAIXADA","2000X700X900","True"
"S207216","TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","2150X800","True"
"S207218","CABECOTE P 08 GN'S REFRI. SUP. DIR HORIZ-1500X380X500MM C TAMPA","1500X380X500","True"
"S207220","REFRIGER VERT INOX 4 PORTAS - 1400X810X2050MM REMOTO","1400X810X2050","True"
"S207221","REFRIGER BASE COCÇÃO 2 GAV. INOX-1250X700X580MM REMOTO","1250X700X580","True"
"S207224","TAMPO LISO INOX-304 ENC. P REF_FRZ HORIZ 1650X750X40MM","1650X750X40","True"
"S207225","FECHAMENTO TRAS P REFRIG INOX 304 - 1650X710MM","1650X710","True"
"S207226","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1650X400X800MM","1650X400X800","True"
"S207227","BANCADA DE ENTRADASAIDA MAQ. LAVAR C CBD 50X40X25 - E 400 -900X780X900MM INOX-304 PRAT. LISA","50X40X25","True"
"S207228","ESTAÇÃO DE MONTAGEM CENTRO - REFRIGERADOR 1P. CAB.ESQ. CCAB. REFRIGERADO P9GN'S-CT.AQUEC. CROD 1880X800X900MM","1880X800X900","True"
"S207229","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304- 1880X400X560 2 APOIOS BISNAGAS","1880X400X560","True"
"S207230","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 3360X900X450 MM","3360X900X450","True"
"S207231","GABINETE NEUTRO COM PORTAS DE CORRER  430 - 2000X700X1720 TAMPO CENTRO. ROD E PRAT. SOBRE MONT 3 P COM FECHAMENTO","2000X700X1720","True"
"S207238","BANCADA DE CENTRO L PRO PRAT 430 2000X800X900X MM C RECORTE P  5 GNS 1-3 E TAMPO AQUECIDO","2000X800X900","True"
"S207239","PRAT. SUP LISA SOBRE MONTANTES 2 PLANOS-430  2000X400X800MM C SUPORTES P BISNAGAS","2000X400X800","True"
"S207240","REFRIG BASE COCÇÃO 2 GAV E  01PORTA INOXIDÁVEL-1900X700X580MM","1900X700X580","True"
"S207241","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X800 MM","1200X400X800","True"
"S207242","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 900X400X800 MM","900X400X800","True"
"S207243","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X400X800 MM","1800X400X800","True"
"S207244","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2000X400X800 MM","2000X400X800","True"
"S207248","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO-430- 1260X900X450 MM","1260X900X450","True"
"S207249","REFRIG BASE DIR. INOXIDAVEL_INOXIDAVEL-3 PORTAS L700-1880X700X650MM","1880X700X650","True"
"S207251","ATUALIZAR ESP","","False"
"S207252","CHAPA ELÉTRICA LA 1200MM 1200X680X345MM 220V - 3-4 LISA 1-4 FRISADA","1200X680X345","True"
"S207254","BANCADA DE CENTRO PRAT LISA-INOX-430- 1600X700X900 MM CBANHO MARIA PRAT. SOBRE MONTANTES 2 PLANOS","1600X700X900","True"
"S207256","COIFA DE ENCOSTO SFILTROS SILUMINAÇÃO-INOX-304 -1200X1700X450 MM","1200X1700X450","True"
"S207259","CABECOTE P5 GNS REFRI. SOBREPOR CMOTOR INOX 430 -1320X420X335MM SEM TAMPA","1320X420X335","True"
"S207260","TAMPO LISO INOX-304 ENC P_REF_FRZ HORIZ 2150X800MM","2150X800","True"
"S207261","BANDEJA INOX 304 - 200X400X15MM","200X400X15","True"
"S207262","GUICHE PARA DEVOLUCAO 1 BOX FECHAMENTO SUPERIOR E INFERIOR - 800X400X480 MM","800X400X480","True"
"S207264","GRELHA DE PISO L PRO 2000X165X750 MM C PUXADOR","2000X165X750","True"
"S207265","GRELHA DE PISO  - 1000X165X750 MM COM PUXADOR PARA GRELHA","1000X165X750","True"
"S207266","GABINETE NEUTRO DE CENTRO-INOX-304- 1200X700X900 MM PRAT. SOBRE MONT. 2 PLANOS - 1° PLANO C SUPORTE P TALHERES","1200X700X900","True"
"S207267","MODULO REFRIGERADO P4GNS 11X65MM - 1530X1205X1420MM GABINETE E C 2 CORRE BANDEJAS LISOS","11X65","True"
"S207269","BANCADA L PRO C01 CBE-304 60X50X50- E 550 -1900X700X900 MM C PRAT. LISA E ESP LDE","60X50X50","True"
"S207275","COIFA DE ENCOSTO CFILTROS E ILUMINACAO-304- 3400X900X450 MM","3400X900X450","True"
"S207277","GRELHA DE PISO L PRO 1980X165X750 MM C PUXADOR","1980X165X750","True"
"S207278","GRELHA DE PISO  - 980X165X750 MM COM PUXADOR PARA GRELHA","980X165X750","True"
"S207282","MODULO LIXEIRA PORTA BASCULANTE E PEDAL","","False"
"S207283","REFRIG. HORIZ.DIR INOXIDÁVEL-3P-2000X700X900MM TMP ENC. C CAB 10GN'S 1_6X65MM","2000X700X900","True"
"S207285","MODULO CUBA - 304 DE GELO 700X700900 COM TAMPA","700X7009","True"
"S207286","GRELHA DE PISO L PRO-800X150X75 MM C SAIDA CENTRAL","800X150X75","True"
"S207287","CUBA DE GELO 304 COM ISOLANTE 200X400X200MM","200X400X200","True"
"S207288","PRATELEIRA SUP. TUBULAR L PRO-INOX-304 - 2200X400 MM","2200X400","True"
"S207290","MODULO CUBA DE GELO COM ISOLAMENTO - 400X680X250","400X680X250","True"
"S207291","PORTA CONDIMENTOS E UTENSILIOS 304 - 200X680X250MM","200X680X250","True"
"S207292","GABINETE NEUTRO ABERTO - INOX 304 - 900X700X900 MM C TAMPO DE CENTRO","900X700X900","True"
"S207293","EST MANIPULAÇÃO REFRIG CAB DIR CENTRO 2P INOXIDAVEL-1530X700X1050MM CAB 8GN'S 1_3","1530X700X1050","True"
"S207294","PRAT SUP LISA SOBRE MONT ESQ 3 PL 304 1890X450X1045MM C SUP BISN","1890X450X1045","True"
"S207295","EST MANIPULAÇÃO REFRIG CAB ESQ CENTRO 2P INOXIDAVEL-1500X700X1050MM CAB 5GN'S 1_3","1500X700X1050","True"
"S207297","PRATEL SUP TUBULAR L PRO INOX 304 - 1200X400 (6 TUBOS)","1200X400","True"
"S207298","SUPORTE PARA CESTO DE FRITURA INOX 304 - 1200X100","1200X100","True"
"S207300","GUICHE PARA DEVOLUCAO 4 BOX-1640X400X800mm","1640X400X800","True"
"S207301","PLATIBANDA LISA INOX 304 920X300X30MM","920X300X30","True"
"S207305","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 900X400X1750MM","900X400X1750","True"
"S207306","BANCADA DE ENCOSTO L PRO CONTRAV INOX-304 - 700X700X900 MM COM FURA PARA DETRITO","700X700X900","True"
"S207307","ESTANTE 6 PLANOS PERFURADOS LP INOX 304 - 600X750X2060","600X750X2060","True"
"S207308","ESTANTE 6 PLANOS PERFURADOS LP INOX 304 - 800X750X2060","800X750X2060","True"
"S207312","PRATEL SUP. SOBRE MONTANTES 03 PLANOS INOX 304 1600X400X1000 C SUPORTE GN'S E ETIQUETA","1600X400X1000","True"
"S207313","ESTAÇÃO DE MONTAGEM CENTRO - REFRIGERADOR 1P. CAB.ESQ. CCAB. REFRIGERADO P5GN'S-CT.AQUEC. CROD 1600X800X900MM","1600X800X900","True"
"S207315","MODULO C GAVETA PARA MASSA PIZZA 304 - 500X690X845MM","500X690X845","True"
"S207318","REFRIG HORIZ 3P CAB. DIR. INOXIDÁVEL - 2500X700X1050MM C_TMP C CUBA RED. E PISTA REFRIG","2500X700X1050","True"
"S207321","DUTO BICO DE FLAUTA Ø 500X650MM","500X650","True"
"S207323","COIFA DE ENCOSTO CFILTROS E ILUMINAÇÃO - INOX 430 - 1520X900X450","1520X900X450","True"
"S207324","FREEZER VERT 2 PORTAS BI-P INOXIDÁVEL - 700x800xX2050mm PORTA INVERTIDA","700x800","True"
"S207325","BANCADA DE CENTRO L PRO PRAT LISA-INOX 430- 1600X700X900 MM C RECORTES P 5 GN'S  TAMPO AQUECIDO COM BANDEJAS COLETORAS","1600X700X900","True"
"S207327","BANCADA LP-304 APOIO FORNO.COM. SOLDADO-TAMPO CTO 860X700X700 C ROD","860X700X700","True"
"S207329","GAVETA AQUECIDA 500X600X205MM","500X600X205","True"
"S207331","GABINETE NEUTRO COM PORTAS DE CORRER TAMPO DE ENC. - INOX 304 - 1000X500X900","1000X500X900","True"
"S207334","BANCADA ENC. 1 PRAT LISA 304-1600X800X900MM TAMPO AQUEC. CRECORTE P5GN 14-03 BANDEJAS COLETORAS PRAT. PARCIAL EMBALA","1600X800X900","True"
"S207344","GUICHE PARA DEVOLUÇÃO 1 BOX - 910X200X520","910X200X520","True"
"S207345","TANQUE 100X1000X200 M - 01 CUBA ESP LD","100X1000X200","True"
"S207346","GRELHA DE PISO L PRO 800X150X75 MM C SAIDA LATERAL","800X150X75","True"
"S207349","GABINETE  NEUTRO ABERTO - INOX 304 - 1000X700X900 MM COM CANTONEIRAS E LIXEIRA ESQ BASCULANTE COM PEDAL","1000X700X900","True"
"S207350","BANHO MARIA ELÉTRICO 3 GN's 700X400X216MM","700X400X216","True"
"S207351","EST MANIPULAÇÃO REFRIG CAB ESQ CENTRO 2P INOXIDAVEL-1530X700X1050MM CAB 8GN'S 1_3","1530X700X1050","True"
"S207352","GABINETE  NEUTRO ABERTO - INOX 304 - 1000X700X900 MM COM CANTONEIRAS E LIXEIRA DIR BASCULANTE COM PEDAL","1000X700X900","True"
"S207353","PRAT SUP LISA SOBRE MONT DIR 3 PL 304 1890X450X1045MM C SUP BISN","1890X450X1045","True"
"S207354","GABINETE NEUTRO ABERTO COM LIXEIRA INOX 304 PORTA BASCULANTE E PEDAL 400X700X900 MM","400X700X900","True"
"S207355","PRAT SUP LISA SOBRE MONT DIR 2 PL 304 1980X450X890MM C SUP BISN","1980X450X890","True"
"S207358","PLATIBANDA LISA INOX 304 600X300X30MM","600X300X30","True"
"S207360","ESTANTE 4 PLANOS LISOS LP INOX 430 - 800X400X1750","800X400X1750","True"
"S207362","PRAT. SOBRE MONT. 3 PLANOS INOX 430 - 1 PLANO C SUPORTE P BISNAGA E 2 P LISO 1600X400X1270","1600X400X1270","True"
"S207363","BANHO MARIA ELÉTRICO 4 GN's 880X400X216MM","880X400X216","True"
"S207364","MODULO CUBA DE GELO 304 C_DRENO 300X500X300MM","300X500X300","True"
"S207365","PLATIBANDA INOX 304 C_PRAT SOBRE MONTANTES 2 PL 2300X400X800MM","2300X400X800","True"
"S207366","FREEZER HORIZONTAL 4 P CAB. ESQ. INOXIDÁVEL - 2500X700X900 MM","2500X700X900","True"
"S207368","GABINETE NEUTRO 2P 304 TAMPO CENTRO ESTENDIDO AQUEC 1770X1100X900 B. MARIA. 1 GN 12 E 2GN NEUTRAS C3 PARES CANTON ESQ","1770X1100X900","True"
"S207369","GABINETE NEUTRO ABERTO 430 - 1100X600X1860MM TAMPO CENTRO C NICHO P EMBALAGENS E HEAT LAMP","1100X600X1860","True"
"S207370","TANQUE 1000X1000X200 - 01 CUBA ESP LE","1000X1000X200","True"
"S207371","CHAPA A GAS L700 720MM GN 720X750X270MM C SAPATAS ALUMINIO","720X750X270","True"
"S207372","CHAR BROILER A GAS L700 720 MM C SAPATAS ALUMINIO","","False"
"S207373","REF. HOR. 1 P. CAB. ESQ. C CAB. REF. P 5 GN'S-C T. AQUEC. E MESA 1600MM C ROD","","False"
"S207374","REFRIG BASE DIR INOXIDÁVEL-6 GAV L700-200X700X660MM","200X700X660","True"
"S207376","FRUTEIRA DE PAREDE 430 - 750X400X300","750X400X300","True"
"S207380","REFRIG. BASE ESQ INOXIDÁVEL-4 GAV. 1 PT - 1880X700X660MM","1880X700X660","True"
"S207381","COIFA ENC C FILTROS C ILUMINAÇÃO - INOX-430 - 4000X1200X450MM BI P","4000X1200X450","True"
"S207382","REVESTIMENTO DE PAREDE 4700X1250MM INOX 430","4700X1250","True"
"S207384","ESCORREDOR DE PRATOS 430 950X350X190MM","950X350X190","True"
"S207386","DUTO EM 45° P LIGAÇÃO NO EXAUSTOR","","False"
"S207387","BANCADA ESQUEL DE CENTRO L PRO PRAT LISA 430 - 1300X800X900","1300X800X900","True"
"S207400","GUICHE PARA DEVOLUÇÃO DE BANDEJAS 2 BOXES, SEGUNDO BOX A 300MM - INOX 430 - 800X400X600","800X400X600","True"
"S207407","GUICHE PARA DEVOLUCAO 304 - 5 BOX-2000X400X480 MM","2000X400X480","True"
"S207418","GABINETE NEUTRO C PORTAS 304-1100X1100X900 TAMPO CENTRO AQUEC C BANHO MARIA 3GN 1-3 E 1 GN NEUTRA","1100X1100X900","True"
"S207419","SUPORTE P 12 BISNAGAS VERT. INOX 600X150X500","600X150X500","True"
"S207420","PRAT. SOBRE MONT. 2 PLANOS 304 - 1 PLANO 5GN 1-3 1 PLANO LISO C SUPORTE P ROLO DE ETIQUETA 1100X400X560MM","1100X400X560","True"
"S207421","MODULO ESCORREDOR  430 P SAIDA LINHA DE MONTAGEM FASTFOOD C PRATELEIRAS INTERM C PORT EMBALAGEM 600X1100X830","600X1100X830","True"
"S207422","BANCADA DE CENTRO PRAT. INF LISA - 600X1100X900","600X1100X900","True"
"S207430","PRATL SUP LISA L PRO-INOX-304  - 700X500 MM","700X500","True"
"S207431","BANCADA CENTRO PRAT. LISA C BANHO MARIA P6GN 1_3X150MM-1800X900X900MM PRAT. S MONT 1 PL","1800X900X900","True"
"S207438","BANCAD ADE ENTRADASAIDA MAQ. LAVAR 1250X780X900MM INOX-304 C PRAT. PERF","1250X780X900","True"
"S207439","FREEZER HORIZ. 3P CAB. ESQ. INOXIDÁVEL 2000X700X860 MM C_ROD","2000X700X860","True"
"S207447","MODULO NEUTRO LA COM 1  GAV - LDE COM 30MM","","False"
"S207448","GUICHE PARA DEVOLUÇÃO DE BANDEJAS 2 BOXES, SEGUNDO BOX A 300MM - INOX 430 - 800X400X600","800X400X600","True"
"S207451","GRELHA DE PISO L PRO - 1000X150 X 75 MM C SAIDA INFERIOR","1000X150 X 75","True"
"S207452","GRELHA DE PISO L PRO - 1000X150 X 75 MM C SAIDA LATERAL","1000X150 X 75","True"
"S207453","PRATL SUP LISA L PRO-INOX-304  - 600X500 MM","600X500","True"
"S207454","ESTANTE 4 PLANOS LISOS LP INOX 430 - 900X400X1900MM","900X400X1900","True"
"S207456","CONDIMENTADORA NEUTRA INOX 304 P 4 GN'S 13 INCLINADO 800X370X130MM","800X370X130","True"
"S207458","SUPORTE PARA BISNAGAS INOX 304 - COM CAPACIDADE PARA 4 BISNAGAS","","False"
"S207459","BANCADA CENTRO TAMPO AQUEC PARC L PRO 2 PRAT INF LISA-INOX 430-1300X750X900MM","1300X750X900","True"
"S207460","PRAT SUP LISA S MONT 1 PL-304-1300X400X500MM C SUP P 2 BISN E 3 PIST MOLHO","1300X400X500","True"
"S207461","CONSERVADO DE FRITURAS C GABINETE FECHADO 1000 X 700 X 1565 MM","1000 X 700 X 1565","True"
"S207463","ESTAÇÃO CENTRAL REF. ESQ. 2GAV CAB. REF. 5GNS-T.AQ. 1880MMX930MM ROD PRAT. S MONT. 3 PL 4GNS B M","","False"
"S207465","REFRIG BASE COCÇÃO LA 1 GAV. CAB.DIR. INOXIDAVEL TAMPO EXTENDIDO-1450X700X580MM","1450X700X580","True"
"S207469","CARRO TRANSP. ESQUEL. 430 720X660X900 MM P-4 CAIXAS","720X660X900","True"
"S207473","GAVETA EM AÇO INOX 430 - SUPORTE CONSERVADOR DE PROTEÍNAS","","False"
"S207474","PRATELEIRA INOX 430 411X700X40MM LISA. - MAO FRANC. C RECORTE","411X700X40","True"
"S207477","COIFA DE ENCOSTO C FILTROS E ILUMINAÇÃO 430 200X850X450","200X850X450","True"
"S207478","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-920X300X800 MM","920X300X800","True"
"S207479","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-600X300X800 MM","600X300X800","True"
"S207484","REFRIG BASE COCÇÃO 3 GAV. INOXIDÁVEL-1900X780X580MM TMP ESTEND 1900X780MM","1900X780X580","True"
"S207488","PIA 430 2000X700X850-PRAT LISA - MESA DE ENC + GAVETA + MESA CENTRO 600MM FECH. TRASEIRO + DE ENC CBD 40X34X18","2000X700X850","True"
"S207491","BANCADA DE CENTRO L PRO 01 PRAT LISA INOX 304 C RECORTE P 8 GNS TAMPO AQUECIDO C BANDEJAS COLETORAS 1600X1100X900","1600X1100X900","True"
"S235","PRATELEIRA GRAD  LC 430 - 1900X400","1900X400","True"
"S311","MESA INOX 430 1,00 X 0,70 X 0,85 - LISA - PRAT. LISA","","False"
"S321","MESA INOX 430 1,20 X 0,70 X 0,85 - LISA - PRAT. LISA","","False"
"S331","MESA INOX 430 1,50 X 0,70 X 0,85 - LISA - PRAT. LISA","","False"
"S385","PRATELEIRA GRAD  LC 430 - 1500X400","1500X400","True"
"S390","CARRO PLATAFORMA 430  1 PLANO 900X600X900","900X600X900","True"
"S392","CARRO AUX 430 - 2 PLANOS C APARADOR 530X780X9000","530X780X9000","True"
"S393","CARRO AUX 304 - 2 PLANOS C APARADOR 530X780X9000","530X780X9000","True"
"S394","CARRO AUX 430 - 3 PLANOS C APARADOR 530X780X9000","530X780X9000","True"
"S395","CARRO AUX 304 - 3 PLANOS C APARADOR 530X780X9000","530X780X9000","True"
"S399","CARRO P DETRITOS 80L C PEDAL INOX-304 - 400X400X700","400X400X700","True"
"S412","SUPORTE PARA MAQUINA DE LAVAR NT 200 COM PRAT LISA","","False"
"S417","CARRO CANTONEIRA 430 0,48X0,62X1,6M P20 GN'S","","False"
"S433","MESA 430 CENTRO PRAT LISA 1900X700X850 COM CASQUILHO","1900X700X850","True"
"S711","FOGÃO IND. INOX 6 BOCAS 30X30 P7 6QD - CENTRO","30X30","True"
"S722","FOGAO IND. INOX 2 BC EM LINHA 30X30 P7 2QD - ENC","30X30","True"
"S723","FOGAO IND. INOX 3 BC EM LINHA 30X30 P7 3QD - ENC. GÁS GLP","30X30","True"
"S725","FOGAO IND. INOX 6 BC 30X30 P7 6QD - ENC","30X30","True"
