folderPath,fileCount,totalMB,relevanceScore
D:\2022\REDES\ATACADÃO\S206652 - MODULO EXPOSITOR REFRI 3GN 1-1-150 C PROTETOR SALIVAR RETO 1200X1060X1370 C 1 CORRE BAND\PROJETO,1,0.03,8
D:\2022\REDES\ATACADÃO\S206166 - BANCADA ENC ESP LD PRAT LISA 1300X700X900\PROJETO\S206166,1,0.02,8
D:\2022\REDES\ATACADÃO\S206650 - MODULO EXPOSITOR AQUECI 2 GN 1-1 150 C PROTETOR SALIVAR RETO 700X1060X1370 C 1 CORRE BAND\PROJETO\S206650,1,0.03,8
D:\2022\REDES\ATACADÃO\S206651 - MODULO EXPOSITOR AQUECI 4 GN 1-1 150 C PROTETOR SALIVAR RETO 1565X1060X1370 C 1 CORRE BAND\PROJETO,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207076 - ESTUFA ALTA AQUECIDA C TAMPO GRANITO 1000X700X1200 MM\PROJETO,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207075 - ESTUFA ALTA REFRIGERADA C TAMPO GRANITO 1000X700X1200MM\PROJETO,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207141 - ESTUFA REFRIGERADA INOX 1000X700X1200MM COM PORTAS,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\VITRINES\S207140 - ESTUFA REFRIGERADA AUTO SERVIÇO INOX 1000X700X1200MM,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\S207144 - EXPOSITOR ALTO PARA PÃES 500X500X2200MM\PROJETO,1,0.02,8
D:\2022\REDES\ATACADÃO\CAFETERIA\S207143 - EXPOSITOR ALTO PARA PÃES 1000X500X2200MM\PROJETO,1,0.02,8
D:\2022\REDES\ATACADÃO\CAFETERIA\S207081-PRATELEIRA SUPERIOR 700X450X200M\PROJETO,1,0.02,8
D:\2022\REDES\ATACADÃO\CAFETERIA\REFRIGERAÇÃO\S207073 - REFRIGERADOR HORIZ ESQ 2P - 1400x700x880MM,1,0.03,8
D:\2022\REDES\ATACADÃO\CAFETERIA\S207133 - APARADOR BASE INOX COM TAMPO GRANITO - 4500x400x1100MM,1,0.02,8
D:\2022\REDES\ATACADÃO\CAFETERIA\MÓDULOS\S207139 - MÓDULO CAIXA EM MDF COM TAMPO DE GRANITO 1100X740X1100 MM\PROJETO,1,0.02,8
D:\2022\REDES\ATACADÃO\CAFETERIA\MÓDULOS\S207138 - GABINETE DE CANTO MDF C PORTAS E FECHADURA 1000X740X1200MM\PROJETO,1,0.02,8
D:\2022\REDES\MINI KALZONE\S207215 - FREEZER HORIZONTAL CABINE ESQ INOXALUMINIO-3 PORTAS 2000X700X900 MM CABINE REBAIXADA\PROJETO,1,0.03,8
D:\2022\REDES\MINI KALZONE\S207194 - MINI CÂMARA REFRIG. 6 PORTAS BP INOX 304 INT.EXT. 1630X800X2230 MM\PROJETO,1,0.03,8
D:\2022\REDES\MINI KALZONE\S154188 - CABECOTE SUP. ESQ. 08 GNS REFRI. HORIZ 304 - 1500X410X500 MM\PROJETO,1,0.02,8
D:\2022\REDES\MINI KALZONE\S154231 - TAMPO VINC ENC PREFFRZ HZ. CCUBA 50X40X25-ESQ-304-2000 MM\PROJETO,1,0.02,8
D:\2022\REDES\MINI KALZONE\S207195 - VITRINE AQUEC. DE PASSAGEM 2 NÍVEIS INOX 304 1060X570X770 MM\PROJETO,1,0.03,8
D:\2022\REDES\GIRAFFAS\GRF-12 - REFRIGERADOR HOR. 1P 1000X750X1000MM C PASSA PRATOS E SUP. GNS\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-13 - CARRO CANTONEIRA 350X500X1700MM\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-12 - BANCADA ENCOSTO 500X700X900MM CONTRAV\PROJETO,1,0.02,8
"D:\2022\REDES\GIRAFFAS\GRF-11 - BANCADA 1,80X0,70X0,90 M- 2CBC 50X40X30 CONTRAV. E PRAT. REMOV\PROJETO",1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-10 - ESCORREDOR DE PRATOS C MÃO F\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-09- PRAT. MÃO F. C SUP. P TABUAS\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-08- MESA PARA TOASTER\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-07 - SUPORTE PARA GNS\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-06 - BANHO MARIA\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-05 - CONDIMENTADORA\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-04 - PASSA PRATO\PROJETO\GRF-04,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-03 - GABINETE SUPORTE DE CONDIMENTOS\PROJETO\GRF-03,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-02 - MESA SUPORTE DE CONDIMENTOS\PROJETO\GRF-02,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-01 - SUPORTE DE UTENCILIOS\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-16 - MÓDULO PORTA SACHÊ 4 GNS - 800X455X700MM\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-15- PORTA COPOS E TAMPAS 220X520X650MM\PROJETO,1,0.02,8
D:\2022\REDES\GIRAFFAS\GRF-14 - LAVA MOP 560X450X460MM\PROJETO,1,0.02,8
D:\2022\REDES\MCD\ML-MD248484 - ESTANTE P UNIDADE BEBIDAS MULTIPLEX\PROJETO,1,0.02,8
D:\2022\REDES\MCD\ML-MD000190 - PRATELEIRA REGISTRADOR DO DRIVE - CABINE 1 - 1900mm\PROJETO,1,0.02,8
D:\2022\REDES\MCD\ML-MD001654-CAIXA DE GORDURA\PROJETO,1,0.02,8
D:\2022\REDES\MCD\ML-MD00FPMG - FIXADORES PARA MAQUINA DE GELO\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-043 - MESA DE APOIO COM RODIZIO MED. 760X700X1050MM\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-041 - SUPORTE P DISPENSER DE MOLHO\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-040 - CAIXA ELÉTRICA PARA TOMADAS\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-039 - CAIXA ELÉTRICA PARA TOMADAS MENOR\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-002 - MESA DE 3 CUBAS DIREITA\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-036 - BANCADA DE CENTRO 650x400x900H\PROJETO,1,0.03,8
D:\2022\REDES\MCD\MCD-001 - MESA DE 3 CUBAS ESQUERDA\PROJETO,1,0.02,8
D:\2022\REDES\MCD\BAKERY CASE DC-14\BC14MCD - BAKERY CASE INOX 304 - 356X573X717 MM\PROJETO,1,0.03,8
D:\2022\REDES\MCD\0-PROTOTIPO\MCD-033 - SUPORTE INOX PARA TAMPAS N°12 E 28\PROJETO,1,0.02,8
D:\2022\REDES\MCD\ML-MD001660-CAPTOR DE FILET_FRITURA TRIPLO\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-048 - CHASE BUMP BAR,1,0.02,8
D:\2022\REDES\MCD\MCD-050 - SUPORTE BUMP BAR,1,0.02,8
D:\2022\REDES\MCD\MCD-045 - BALCÃO MC CAFÉ BASE 1000X830X550MM,1,0.02,8
D:\2022\REDES\MCD\MCD-046 - BALCÃO MC CAFÉ BASE 1130X830X550MM,1,0.02,8
D:\2022\REDES\MCD\MCD-044 CHASE PARA CONDENSADOR MULTIPLEX - 2200MM - 4 TOMADAS 20A C 4 LOTE P PASSA FIO,1,0.02,8
D:\2022\REDES\MCD\MCD-035 - BANCADA DE CENTRO 760x460x900H\MCD-035,1,0.02,8
D:\2022\REDES\MCD\MCD-042 - SUPORTE PARA COPOS DE 100ML\PROJETO,1,0.02,8
D:\2022\REDES\MCD\MCD-051 - CHASE MONITOR,1,0.02,8
D:\2022\REDES\MCD\MR33MCD-MINI REFRIGERADOR 330X550X240MM\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S207136 - CONSERVADOR DE FRITURAS AF COM BASE DE APOIO ABERTA\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206946 - CARRO ISOTERMICO 500X600X900MM\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206682 - BANCADA DE ENTRADASAIDA MAQ. LAVAR 700X620X900MM INOX-304\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206679 - ARMARIO VERTICAL 600X400X1800MM INOX-304 C 03 PRAT. INTERMEDIARIAS\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206678 - BANCADA DE ENTRADASAIDA MAQ. LAVAR 1200X780X900MM INOX-304 C CBD 50X40X25 - E 350\PROJETO,1,0.02,8
"D:\2022\REDES\MANIA DE CHURRASCO\S206677 - BANCADA DE ENCOSTO LP 1300X700X1870MM 304 CCB 30X30X10, CESTO PERF, PRAT. SOB. 2 PLANOS E FURO DETRI\PROJETO",1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206676 - BUFFET INOX ABERTO - 600X500X780 MM C RODAS - LATERAL PERFURADA\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206675 - BUFFET INOX ABERTO - 1100X600X800 MM C RODAS E DISPENSER PARA COPOS\PROJETO,1,0.03,8
D:\2022\REDES\MANIA DE CHURRASCO\S206673 - REVESTIMENTO DE PAREDE INOX 200 - 2400X1000MM\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206671 - BASE DE APOIO TUBULAR LA 320X660x670 MM C RODIZIOS\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S204105 - CARRO PREMOLHO DE TALHERES - 872X640X690 MM\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S204033 - MESA DE APOIO C PRAT SOB MONTANTES 1600X800X1500\PROJETO\S204033,1,0.02,8
"D:\2022\REDES\MANIA DE CHURRASCO\S202944 - CARRO ISOTERMICO C DRENO, SUPORTE P PA E ROD. 300X500X850\PROJETO",1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S158051 - BANCADA DE CENTRO L PRO PRAT LISA-INOXDÁVEL - 800X700X900MM\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\CONSERVADOR DE FRITURAS P GN'S\PROJETO,1,0.02,8
D:\2022\REDES\MANIA DE CHURRASCO\S206674 - BANCADA L PRO C01 CUBA-304 63X51X40-1470X600X1900 MM C PRAT. SOB. 1PLANO\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\FONTE DE CHOCOLATE 2.0\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\FONTE DE CHOCOLATE\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\EXPOSITOR DE ASSADOS\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\CAMÂRA DE MATURAÇÃO (DRY AGED)\CAMARA 1 PORTA 700\2.0\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\CAMÂRA DE MATURAÇÃO (DRY AGED)\CAMARA 1 PORTA 700\1.0\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\CAMÂRA DE MATURAÇÃO (DRY AGED)\CAMARA 2 PORTAS 1400\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S155039 - ESTUFA VERTICAL AQUECIDA INOX 304INOX-700X810X2050 MM\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S154215 - UNDERCOUNTER REFRIGERADO EM AÇO INOXIDÁVEL 700X700X822MM\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S150141 - CHAR BROILER ELÉTRICO LA 600mm 600X680X325 MM 380 TRIFÁSICO\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S150117 - FOGÃO ELÉTRICO LA 300mm 300X680X325mm\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S150117 - FOGÃO ELÉTRICO LA 300mm 300X680X325mm\PROJETO (HOTPLATE),1,0.02,8
D:\2022\PROTOTIPOS\PASS-THROUGH\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\MONTAGEM SUSHI\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\MCR4P - MINI CÂMARA REFRIGERADA 4 PORTAS\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\MINI CAMARA C CONTROLE DE UMIDADE\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S154491 - CÂMARA DE CONSERVAÇÃO DE VEGETAIS INOX EXT. INOXIDÁVEL INT 1100X800X2050MM\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S154216 - UNDERCOUNTER CONGELADO 1 P INOXIDÁVEL - 700X700X822 MM\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S151057 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 2 PORTS INT. 1400X800X2050MM\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S151055 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 304 700X800X2050MM\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S151050 - NORI BOX INOX 304 240X240X140MM\PROJETO,1,0.02,8
"D:\2022\PROTOTIPOS\S150157 - FRITADEIRA ELETRICA 3 TANQUES 23L (7,6+7,6+7,6) 220V LA - 600X750X1200MM\PROJETO",1,0.02,8
D:\2022\PROTOTIPOS\S150121 - CHAR BROILER ELÉTRICO LA 600mm 600X680X325\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S150120 - CHAR BROILER ELÉTRICO LA 300mm 300X680X325\PROJETO,1,0.03,8
D:\2022\PROTOTIPOS\S150119 - FOGÃO ELÉTRICO LA 900mm 900X680X325mm\PROJETO (HOTPLATE)\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S150119 - FOGÃO ELÉTRICO LA 900mm 900X680X325mm\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S150367 - FOGAO ELETRICO 2 QUEIMADORES L700 220V 360X750X270MM\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S150122 - CHAR BROILER ELÉTRICO LA 900mm 900X680X325\PROJETO,1,0.02,8
D:\2022\PROTOTIPOS\S154306 - UNDERCOUNTER 1 P INOXAL 304 - 700X700X822 MM\PROJETO,1,0.03,8
D:\2022\MOBILIARIO\PIA DE ASSEPSIA\PROJETO,1,0.03,8
D:\2022\MOBILIARIO\SUPORTE PARA GN's\S207067 - SUPORTE PARA ASSADEIRAS INOX 304 C 7 CANTONEIRAS\PROJETO,1,0.03,8
D:\2022\MOBILIARIO\TAMPO\S207021 - TAMPO LISO DE ENCOSTO L PRO-304-570X600X40 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\TAMPO\S154427 - TAMPO ENCOSTO LISA #201 PERFURAÇÃO PARA CABEÇOTE 1500\PROJETO\S154427,1,0.02,8
D:\2022\MOBILIARIO\TAMPO\S206044 - TAMPO LISO DE CENTRO P MAQ. GELO 304-380X700X350MM C MAO FRANCESA\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\TAMPO\S152759 - TAMPO LISO DE ENCOSTO L  PRO-304-1600X700X40 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\SHOUT PARA TALHERES\S206463 - SHOUT PARA TALHERES DE SOBREPOR 304 - 480X400X400 MM\PROJETO\S206463,1,0.02,8
D:\2022\MOBILIARIO\SHOUT PARA TALHERES\206530 - SHOUT PARA TALHERES DE SOBREPOR INOX 304 315X175X375\PROJETO\S206530,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S207297 - PRATEL SUP TUBULAR L PRO INOX 304 - 1200X400 (6 TUBOS)\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S207288 - PRATELEIRA SUP. TUBULAR L PRO-INOX-304 - 2200X400 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153401 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1000 X 300\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S159364 - PRATELEIRA SUP TUBULAR L PRO INOXIDAVEL - 2300X400\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153352 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1100 X 400\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153361 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 2000 X 400\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153350 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 900 X 400\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TRY REST\S206740 - PRATEL SUP LISA L PRO 304 TRAY REST 1450X450 FIXAÇÃO NO TETO\PROJETO\S206740,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\GRADEADA - LINHA COMERCIAL\S385 - PRATELEIRA GRAD  LC 430 - 1500X400\PROJETO\S385,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\GRADEADA - LINHA COMERCIAL\S235 - PRATELEIRA GRAD  LC 430 - 1900X400\PROJETO\S235,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207479 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-600X300X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207478 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-920X300X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207244 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2000X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207243 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206827 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1380X400X800 MM\PROJETO,1,0.03,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206799 - PRATEL SUP LISA SOBRE MONTANTE 1 PLANO 304 1500X400X620\PROJETO\S206799,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206680 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANO-304- 2000X400X850 MM\PROJETO\S206680,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206426 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 600X500X500 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206412 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2000X500X500 MM (ATUALIZAR)\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159535 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-INOXIDAVEL 2300X400X800\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159532 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS  430 2000X400X800\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159527 - PRATEL SUP LISA COBRE MONTANTES 2 PLANOS-INOXIDÁVEL -1500X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159509 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X500X500 MM\PROJETO\S159509,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159501 - PRATEL SUP LISA SOBRE MONTATES 1 PLANO-INOXIDAVEL 1000X400X500\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159507 - PRAT SUP LISA MONTANTES 1600X400X500\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153528 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1600X400X800MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153530 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1800X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153515 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2400X400X500 MM\PROJETO,1,0.03,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153526 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1400X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153511 - PRATELEIRA SUP LISA MONTANTES 2000X400X500\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153509 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANOI - 304 -1800X400X500\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153504 - PRATELEIRA SUP LISA MONTANTES 1300X400X500\PROJETO\S153504,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207214 - PRATELEIRA SUP SOBRE MONTANTES 01 PLANO 1800X400X800\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207003 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-750X500X900 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207242 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 900X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207241 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X800 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207353 - PRAT SUP LISA SOBRE MONT DIR 3 PL 304 1890X450X1045MM C SUP BISN,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207355 - PRAT SUP LISA SOBRE MONT DIR 2 PL 304 1980X450X890MM C SUP BISN,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207294 - PRAT SUP LISA SOBRE MONT ESQ 3 PL 304 1890X450X1045MM C SUP BISN,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207226 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1650X400X800MM,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153503 - PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X500 MM\PROJETO,1,0.02,8
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153523 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1100X400X800 MM,1,0.02,8